id,city_id,name,historic,length
1175,71,Tranvías Vía Estrecha,true,0
729,356,GTX,false,0
712,356,Others,false,137710
710,356,KTX,false,79948
730,356,SRT,false,79520
1192,147,Northern Indiana Commuter Transportation District (NITCD),false,144488
262,69,(TfL) Overground,false,171121
51,59,Jakarta BRT,false,235303
920,59,BVM - Bataviasche Verkeers Maatschappij,true,0
917,59,BTM - Bataviasche Tramway Maatschappij (BTM),true,16138
1159,59,MRT Dream,false,0
1190,206,Hudson & Manhattan Railroad,true,21644
1188,206,NJT Rail,false,63968
1193,206,Conrail,true,328337
879,114,Shinano Railway,false,0
969,114,Ueda Electric Railway,false,0
410,114,Yokohama Municipal Streetcar,true,0
872,114,Watarase Keikoku Railway,false,0
460,114,Moka Railway,false,42003
340,114,Yokohama Municipal Subway,false,53674
425,114,Jomo Electric Railway,false,25351
409,114,Nanso Railway,true,0
310,114,Seibu Railway,false,176414
391,114,Narita Railway,true,0
420,114,Choshi Electric Railway  銚子電気鉄道,false,6534
462,114,Utsunomiya Light Rail Co,false,14552
864,114,Izukyū Corporation  伊豆急行,false,44525
305,114,JR East  東日本旅客鉄道,false,2343114
368,114,Chiba Urban Monorail  千葉都市モノレール,false,15129
863,114,Joshin Electric Railway,false,0
100,114,Tokyo Metro,false,190854
293,114,Toei Subway,false,108684
382,114,Saitama New Urban Transit,false,13376
313,114,Tokyo Waterfront New Transit Corporation,false,14807
314,114,Tokyo Monorail,false,18028
316,114,Tokyo Waterfront Area Rapid Transit,false,12297
322,114,Saitama Railway Corporation,false,14766
323,114,Metropolitan Intercity Railway Company,false,58462
418,114,Izuhakone Railway  伊豆箱根鉄道,false,9628
349,114,Shonan Monorail,false,6565
